            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
            135      490.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.32000        0.81000        0.01400        0.00700        0.03000        1.09000        0.04000        0.00000
            162      550.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.70000        0.02600        0.01800        0.01000        1.00000        0.02000        0.16000
            168      463.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.27000        0.79000        0.01200        0.00700        0.03000        1.03000        0.04000        0.17000
            169      464.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.23000        0.81000        0.01400        0.02200        0.05000        0.99000        0.08000        0.16000
            170      459.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.34000        0.25000        0.72000        0.01900        0.01100        0.12000        1.01000        0.10000        0.17000
            172      477.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.23000        0.82000        0.01200        0.01700        0.04000        1.09000        0.05000        0.16000
            173      469.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.80000        0.02000        0.01700        0.08000        0.99000        0.18000        0.19000
            191      603.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        0.87000        0.01100        0.01500        0.07000        1.06000        0.11000        0.18000
            192      625.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.22000        0.70000        0.01000        0.00400        0.04000        0.94000        0.12000        0.17000
            197      564.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.26000        0.74000        0.01900        0.01200        0.02000        1.07000        0.02000        0.22000
            204      570.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.28000        0.75000        0.01500        0.00800        0.07000        1.04000        0.12000        0.17000
            214      517.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        0.80000        0.01500        0.02400        0.03000        1.02000        0.10000        0.18000
            215      480.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.25000        0.74000        0.01300        0.01900        0.05000        0.99000        0.08000        0.16000
            223      523.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        0.74000        0.01400        0.02800        0.24000        0.96000        0.10000        0.18000
            232      435.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.22000        1.57000        0.01700        0.01800        0.05000        0.13000        0.06000        0.00000
            236      404.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        1.51000        0.02000        0.00800        0.04000        0.22000        0.08000        0.00000
            243      380.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        1.51000        0.02000        0.00800        0.04000        0.22000        0.08000        0.00000
            256      510.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.26000        1.46000        0.01200        0.01700        0.02000        0.19000        0.02000        0.00000
            282      563.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.32000        0.30000        0.49000        0.00800        0.00600        2.66000        0.82000        0.09000        0.00000
            289      549.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.34000        0.26000        0.65000        0.01000        0.00900        2.63000        0.84000        0.05000        0.00000
            292      510.00000      900.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.32000        0.30000        0.49000        0.00800        0.00600        2.66000        0.82000        0.09000        0.00000
            302      490.00000      900.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.32000        0.30000        0.49000        0.00800        0.00600        2.66000        0.82000        0.09000        0.00000
            315      584.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        0.70000        0.02100        0.02000        1.63000        0.71000        0.08000        0.17000
            318      588.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.25000        0.73000        0.01200        0.02100        1.69000        0.73000        0.09000        0.22000
            344      483.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.26000        0.71000        0.01600        0.01700        1.80000        0.75000        0.04000        0.23000
            351      498.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.30000        0.78000        0.01600        0.00400        1.90000        0.86000        0.04000        0.24000
            360      551.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.47000        0.28000        0.72000        0.01100        0.00700        1.76000        0.79000        0.06000        0.00000
            374      906.00000      845.00000      845.00000       30.00000       30.00000       30.00000      430.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.61000        2.05000        0.86000        0.01900        0.01400        0.16000        0.16000        0.12000        0.00000
            375      740.00000      845.00000      845.00000       30.00000       30.00000       30.00000      500.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.60000        1.96000        0.85000        0.01900        0.00400        0.05000        0.15000        0.12000        0.00000
            377      770.00000      845.00000      845.00000       30.00000       30.00000       30.00000      500.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.61000        2.05000        0.86000        0.01900        0.01400        0.16000        0.16000        0.12000        0.00000
            384      874.00000      845.00000      845.00000       30.00000       30.00000       30.00000      430.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.53000        1.49000        0.69000        0.01100        0.00700        0.02000        0.74000        0.01000        0.00000
            388      720.00000      845.00000      845.00000       30.00000       30.00000       30.00000      500.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.53000        1.31000        0.75000        0.00700        0.00300        0.04000        0.64000        0.06000        0.01000
            410     1080.00000      930.00000       30.00000      930.00000      903.33300      140.00000      160.00000        0.00000      510.00000       45.00000      120.00000        0.00000        0.50000        0.18000        0.26000        0.76000        0.00900        0.01400        0.56000        0.62000        0.12000        0.17000
            429     1144.00000      930.00000       30.00000      930.00000      895.81200       60.00000      160.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.21000        0.31000        0.81000        0.01200        0.01900        0.06000        1.17000        0.07000        0.17000
