            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
            102      475.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.27000        0.70000        0.01700        0.02000        0.06000        0.10000        0.22000        0.00000
            105      402.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.52000        0.29000        0.83000        0.01600        0.02500        0.04000        0.04000        0.02000        0.00000
            119      577.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.32000        0.81000        0.01400        0.00700        0.03000        1.09000        0.04000        0.00000
            145      563.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.80000        0.02000        0.01700        0.08000        0.99000        0.18000        0.19000
            146      583.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.71000        0.02000        0.01300        0.02000        1.06000        0.02000        0.17000
            160      546.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.71000        0.02000        0.01300        0.02000        1.06000        0.02000        0.17000
            164      592.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.27000        0.80000        0.01500        0.01200        0.07000        1.07000        0.12000        0.16000
            165      524.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.34000        0.29000        0.71000        0.01900        0.01300        0.11000        1.05000        0.12000        0.16000
            190      585.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.26000        0.74000        0.02400        0.01700        0.13000        1.01000        0.15000        0.17000
            195      551.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        0.77000        0.01400        0.01500        0.04000        1.06000        0.05000        0.20000
            227      510.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.34000        0.01700        0.01500        0.02000        0.13000        0.02000        0.00000
            242      396.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.22000        1.56000        0.01100        0.01900        0.06000        0.09000        0.05000        0.00000
            251      477.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.45000        0.33000        1.58000        0.00800        0.00700        0.06000        0.10000        0.08000        0.00000
            266      399.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.22000        1.48000        0.01000        0.00700        0.03000        0.08000        0.06000        0.00000
            267      502.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.46000        0.30000        1.49000        0.01400        0.00800        0.10000        0.26000        0.10000        0.00000
            274      438.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.21000        1.51000        0.02600        0.01900        0.02000        0.12000        0.01000        0.00000
            298      537.00000      900.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.28000        0.27000        0.53000        0.01900        0.00900        2.67000        0.87000        0.05000        0.00000
            310      471.00000      900.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.30000        0.27000        0.53000        0.01800        0.00800        2.70000        0.81000        0.07000        0.00000
            328      543.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.29000        0.79000        0.02200        0.00900        1.92000        0.96000        0.05000        0.24000
            331      542.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.33000        0.73000        0.01100        0.01200        1.71000        0.74000        0.08000        0.20000
            336      550.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.29000        0.70000        0.01200        0.00800        1.75000        0.74000        0.07000        0.19000
            341      482.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.23000        0.70000        0.01100        0.01000        1.82000        0.78000        0.09000        0.18000
            356      607.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.44000        0.25000        0.74000        0.01000        0.00900        1.74000        0.79000        0.09000        0.00000
            358      618.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.48000        0.20000        0.70000        0.01000        0.01600        1.66000        0.73000        0.11000        0.00000
            380      768.00000      845.00000      845.00000       30.00000       30.00000       30.00000      420.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.62000        0.29000        0.88000        0.02600        0.00700        0.05000        0.75000        0.12000        0.03000
            383      718.00000      845.00000      845.00000       30.00000       30.00000       30.00000      490.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.62000        0.29000        0.88000        0.02600        0.00700        0.05000        0.75000        0.12000        0.03000
            386      700.00000      845.00000      845.00000       30.00000       30.00000       30.00000      430.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.53000        1.51000        0.68000        0.01300        0.01100        0.13000        0.68000        0.26000        0.05000
            397     1190.00000      930.00000       30.00000      930.00000      850.00000      140.00000      160.00000        0.00000      540.00000       15.00000      120.00000        0.00000        0.50000        0.23000        0.35000        0.51000        0.00800        0.01200        1.69000        0.55000        0.11000        0.18000
            399     1037.00000      930.00000       30.00000      930.00000      850.00000       60.00000      200.00000        0.00000      469.80000       15.00000      120.00000        0.00000        0.50000        0.21000        0.29000        0.62000        0.01500        0.01600        1.62000        0.59000        0.07000        0.21000
            416      889.00000      930.00000       30.00000      930.00000      895.51700       60.00000      160.00000        0.00000      100.20000       34.80000      120.00000        0.00000        0.50000        0.19000        0.21000        0.77000        0.01700        0.01100        0.12000        1.02000        0.16000        0.05000
            425      898.00000      930.00000       30.00000      930.00000      895.81200       60.00000      200.00000        0.00000      499.80000       70.20000      120.00000        0.00000        0.50000        0.19000        0.21000        0.77000        0.01700        0.01100        0.12000        1.02000        0.16000        0.05000
            426     1074.00000      930.00000       30.00000      930.00000      881.80700       60.00000      160.00000        0.00000       90.00000       49.80000      120.00000        0.00000        0.50000        0.21000        0.31000        0.81000        0.01200        0.01900        0.06000        1.17000        0.07000        0.17000
            437      882.00000      930.00000       30.00000      930.00000      895.81200       60.00000      200.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.18000        0.25000        0.79000        0.01600        0.01500        0.07000        1.08000        0.08000        0.15000
