            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
            323      619.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.30000        0.78000        0.01600        0.00400        1.90000        0.86000        0.04000        0.24000
            346      491.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.25000        0.73000        0.01200        0.02100        1.69000        0.73000        0.09000        0.22000
            348      469.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.29000        0.74000        0.01300        0.01000        1.84000        0.74000        0.12000        0.22000
            361      556.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.47000        0.19000        0.76000        0.01300        0.01300        1.67000        0.71000        0.06000        0.00000
            364      543.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.48000        0.20000        0.70000        0.01000        0.01600        1.66000        0.73000        0.11000        0.00000
            378      794.00000      845.00000      845.00000       30.00000       30.00000       30.00000      420.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.61000        0.28000        0.87000        0.01900        0.02000        0.08000        0.87000        0.20000        0.05000
            398      935.00000      930.00000       30.00000      930.00000      850.00000      140.00000      160.00000        0.00000      540.00000       15.00000      120.00000        0.00000        0.50000        0.17000        0.28000        0.55000        0.00200        0.01600        1.64000        0.45000        0.05000        0.16000
            406      946.00000      930.00000       30.00000      930.00000      895.51700       60.00000      160.00000        0.00000      450.00000       34.80000      120.00000        0.00000        0.50000        0.23000        0.29000        0.85000        0.01100        0.01100        0.44000        0.60000        0.07000        0.16000
            409     1033.00000      930.00000       30.00000      930.00000      903.33300      140.00000      160.00000        0.00000      510.00000       45.00000      120.00000        0.00000        0.50000        0.23000        0.29000        0.85000        0.01100        0.01100        0.44000        0.60000        0.07000        0.16000
            419      900.00000      930.00000       30.00000      930.00000      895.81200       60.00000      160.00000        0.00000      499.80000       70.20000      120.00000        0.00000        0.50000        0.19000        0.21000        0.77000        0.01700        0.01100        0.12000        1.02000        0.16000        0.05000
            421     1068.00000      930.00000       30.00000      930.00000      895.81200      140.00000      160.00000        0.00000      529.80000       70.20000      120.00000        0.00000        0.50000        0.23000        0.20000        0.80000        0.01300        0.01800        0.04000        1.14000        0.07000        0.02000
            427     1006.00000      930.00000       30.00000      930.00000      881.80700       60.00000      160.00000        0.00000       90.00000       49.80000      120.00000        0.00000        0.50000        0.21000        0.26000        0.65000        0.01500        0.02400        0.02000        0.91000        0.01000        0.15000
            434      957.00000      930.00000       30.00000      930.00000      895.81200      140.00000      160.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.18000        0.25000        0.79000        0.01600        0.01500        0.07000        1.08000        0.08000        0.15000
